,GalaxyID,Label
463,115094,0
464,115106,3
465,115109,2
466,115114,3
467,115132,0
468,115235,1
469,115255,1
470,115314,4
471,115330,0
472,115368,1
473,115384,2
474,115385,1
475,115402,3
476,115430,3
477,115449,1
478,115506,0
479,115515,4
480,115541,3
481,115545,1
482,115560,1
483,115571,4
484,115587,4
485,115597,1
486,115659,4
487,115675,4
488,115716,1
489,115777,4
490,115824,4
491,115845,1
492,115854,0
493,115858,3
494,115869,1
495,115886,0
496,115891,0
497,115905,4
498,115918,0
499,115938,0
500,115942,0
501,116043,4
502,116045,0
503,116064,3
504,116118,4
505,116201,3
506,116208,0
507,116210,0
508,116214,1
509,116306,4
510,116328,4
511,116435,0
512,116517,1
513,116524,1
514,116565,0
515,116582,0
516,116614,1
517,116620,1
518,116667,3
519,116695,2
520,116719,1
521,116723,1
522,116780,0
523,116794,4
524,116815,4
525,116844,0
526,116879,0
527,116886,2
528,116896,4
529,116914,1
530,116946,3
531,116964,1
532,116979,3
533,116998,4
534,117100,4
535,117158,4
536,117192,0
537,117206,4
538,117214,1
539,117235,1
540,117268,3
541,117300,4
542,117440,4
543,117492,3
544,117494,4
545,117503,4
546,117510,0
547,117623,0
548,117627,0
549,117641,4
550,117764,0
551,117767,1
552,117813,0
553,117833,0
554,117853,1
555,117921,0
556,118015,1
557,118044,0
558,118063,0
559,118074,0
560,118119,0
561,118140,3
562,118141,1
563,118184,3
564,118199,4
565,118323,4
566,118337,3
567,118348,1
568,118452,1
569,118493,1
570,118539,4
571,118590,0
572,118638,4
573,118650,3
574,118702,1
575,118712,4
576,118714,3
577,118723,4
578,118811,1
579,118944,1
580,118947,1
581,118949,1
582,119045,4
583,119150,4
584,119256,1
585,119277,4
586,119334,1
587,119383,2
588,119384,1
589,119417,1
590,119454,3
591,119498,3
592,119599,4
593,119666,0
594,119695,3
595,119699,1
596,119718,4
597,119720,2
598,119766,1
599,119798,0
600,119831,3
601,119941,0
602,119967,3
603,120006,0
604,120036,1
605,120042,4
606,120062,0
607,120107,1
608,120197,4
609,120201,0
610,120219,1
611,120228,4
612,120250,0
613,120260,3
614,120305,1
615,120307,4
616,120314,1
617,120337,4
618,120383,4
619,120384,4
620,120433,4
621,120438,0
622,120440,1
623,120535,1
624,120548,4
625,120566,1
626,120632,4
627,120641,0
628,120648,1
629,120716,4
630,120763,0
631,120774,1
632,120918,1
633,120998,4
634,121006,4
635,121044,0
636,121048,4
637,121085,4
638,121147,3
639,121164,4
640,121190,0
641,121195,1
642,121196,2
643,121250,0
644,121262,1
645,121346,1
646,121378,3
647,121394,4
648,121413,1
649,121459,1
650,121527,3
651,121577,1
652,121590,1
653,121592,0
654,121621,4
655,121625,0
656,121645,1
657,121670,1
658,121705,0
659,121768,4
660,121769,0
661,121801,0
662,121811,0
663,121831,1
664,121835,0
665,121899,1
666,121946,1
667,121960,0
668,121973,4
669,122003,1
670,122020,1
671,122042,4
672,122093,4
673,122099,3
674,122131,1
675,122152,3
676,122158,1
677,122214,3
678,122226,4
679,122240,4
680,122245,3
681,122265,0
682,122278,0
683,122292,0
684,122293,4
685,122295,3
686,122298,0
687,122307,0
688,122402,3
689,122445,4
690,122469,1
691,122477,4
692,122479,0
693,122608,1
694,122634,2
695,122654,4
696,122672,0
697,122674,0
698,122705,1
699,122715,1
700,122717,0
701,122754,1
702,122832,3
703,122877,1
704,122933,1
705,122960,3
706,122995,4
707,123024,4
708,123039,3
709,123059,1
710,123093,4
711,123118,1
712,123133,4
713,123141,0
714,123156,1
715,123207,4
716,123243,0
717,123294,0
718,123310,3
719,123383,1
720,123387,0
721,123412,1
722,123416,1
723,123433,0
724,123440,0
725,123470,4
726,123475,3
727,123486,4
728,123517,0
729,123540,4
730,123628,1
731,123647,3
732,123670,3
733,123694,4
734,123695,0
735,123713,1
736,123770,0
737,123811,1
738,123871,4
739,123938,4
740,124019,0
741,124057,0
742,124059,4
743,124076,1
744,124175,4
745,124200,4
746,124210,0
747,124214,4
748,124265,4
749,124299,3
750,124305,1
751,124342,4
752,124375,0
753,124425,3
754,124434,1
755,124443,4
756,124483,0
757,124491,0
758,124548,4
759,124578,0
760,124648,0
761,124679,4
762,124782,1
763,124854,1
764,124862,0
765,124882,4
766,124908,0
767,124970,3
768,124977,2
769,124991,1
770,124994,0
771,125006,1
772,125063,1
773,125108,1
774,125119,0
775,125129,1
776,125151,0
777,125199,1
778,125209,0
779,125277,0
780,125304,0
781,125358,1
782,125439,1
783,125507,4
784,125525,0
785,125576,0
786,125627,0
787,125664,1
788,125667,1
789,125672,3
790,125678,4
791,125686,1
792,125719,4
793,125739,0
794,125746,0
795,125755,4
796,125756,3
797,125760,3
798,125770,4
799,125798,0
800,125912,3
801,125934,3
802,125948,4
803,125960,4
804,125983,0
805,126077,4
806,126085,4
807,126132,3
808,126143,3
809,126202,4
810,126256,1
811,126260,4
812,126279,4
813,126282,1
814,126338,1
815,126391,0
816,126438,3
817,126475,0
818,126486,4
819,126502,1
820,126510,1
821,126540,1
822,126581,4
823,126694,1
824,126719,0
825,126760,0
826,126827,3
827,126841,1
828,126856,1
829,126864,1
830,126961,0
831,127027,0
832,127031,0
833,127057,1
834,127059,0
835,127082,1
836,127197,3
837,127210,4
838,127297,1
839,127380,3
840,127386,4
841,127441,4
842,127458,1
843,127465,0
844,127498,4
845,127574,4
846,127627,0
847,127630,0
848,127669,4
849,127687,0
850,127698,0
851,127788,1
852,127795,4
853,127857,0
854,127901,4
855,127934,3
856,127935,3
857,127970,4
858,128027,1
859,128068,0
860,128128,4
861,128130,3
862,128132,4
863,128137,0
864,128147,0
865,128216,4
866,128220,0
867,128271,1
868,128277,1
869,128316,1
870,128341,1
871,128345,3
872,128357,0
873,128389,0
874,128411,0
875,128434,3
876,128499,1
877,128519,0
878,128563,1
879,128575,3
880,128619,0
881,128646,4
882,128650,4
883,128664,4
884,128720,1
885,128749,3
886,128799,1
887,128815,0
888,128832,1
889,128936,1
890,128947,0
891,128978,1
892,129036,0
893,129093,4
894,129117,1
895,129124,3
896,129149,4
897,129160,1
898,129168,1
899,129170,4
900,129175,3
901,129187,3
902,129199,4
903,129202,1
904,129209,3
905,129221,4
906,129248,0
907,129277,0
908,129359,0
909,129365,1
910,129376,2
911,129439,1
912,129456,0
913,129458,0
914,129480,3
915,129483,3
916,129488,0
917,129501,3
918,129556,0
919,129605,1
920,129609,4
921,129622,4
922,129721,1
923,129780,1
924,129932,1
925,129937,1
926,130049,3
927,130055,4
928,130097,4
929,130110,1
930,130244,1
931,130278,1
932,130313,4
933,130344,0
934,130355,1
935,130397,1
936,130403,0
937,130426,1
938,130450,1
939,130456,0
940,130520,4
941,130558,0
942,130624,1
943,130710,1
944,130723,1
945,130743,1
946,130759,0
947,130768,0
948,130781,0
949,130803,0
950,130963,3
951,130969,0
952,130973,0
953,130979,0
954,131009,4
955,131030,4
956,131049,4
957,131051,0
958,131054,1
959,131064,1
960,131138,4
961,131164,1
962,131211,1
963,131221,3
964,131245,0
965,131246,4
966,131260,0
967,131293,1
968,131374,1
969,131376,1
970,131395,4
971,131410,0
972,131452,1
973,131465,4
974,131500,4
975,131504,1
976,131525,1
977,131540,1
978,131585,0
979,131603,1
980,131635,1
981,131744,1
982,131848,4
983,131855,0
984,131905,0
985,131939,0
986,131999,0
987,132003,1
988,132038,4
989,132127,4
990,132147,1
991,132209,1
992,132267,1
993,132321,1
994,132342,0
995,132350,1
996,132353,3
997,132382,1
998,132400,0
999,132416,0
1000,132419,0
1001,132423,0
1002,132439,1
1003,132502,3
1004,132535,3
1005,132551,0
1006,132612,1
1007,132623,0
1008,132636,1
1009,132639,3
1010,132658,4
1011,132732,1
1012,132746,3
1013,132754,0
1014,132767,4
1015,132782,3
1016,132788,0
1017,132802,1
1018,132813,0
1019,132825,0
1020,132856,4
1021,132884,3
1022,132907,4
1023,132957,1
1024,133036,1
1025,133100,3
1026,133161,0
1027,133231,1
1028,133287,0
1029,133289,0
1030,133307,4
1031,133355,1
1032,133395,0
1033,133435,4
1034,133451,0
1035,133531,0
1036,133596,0
1037,133616,4
1038,133637,0
1039,133654,1
1040,133675,1
1041,133734,0
1042,133854,4
1043,134068,1
1044,134179,3
1045,134191,3
1046,134231,3
1047,134234,1
1048,134266,4
1049,134277,0
1050,134285,1
1051,134289,1
1052,134368,4
1053,134398,0
1054,134424,0
1055,134431,3
1056,134463,0
1057,134569,4
1058,134618,1
1059,134624,1
1060,134631,0
1061,134638,0
1062,134646,4
1063,134681,0
1064,134703,1
1065,134718,3
1066,134736,0
1067,134742,4
1068,134798,1
1069,134817,4
1070,134877,1
1071,134880,4
1072,134899,1
1073,134981,4
1074,135059,1
1075,135134,1
1076,135172,0
1077,135173,0
1078,135184,0
1079,135208,4
1080,135256,3
1081,135299,1
1082,135311,3
1083,135337,3
1084,135338,4
1085,135351,3
1086,135352,1
1087,135359,1
1088,135363,1
1089,135494,0
1090,135499,4
1091,135536,1
1092,135541,1
1093,135596,2
1094,135616,0
1095,135705,0
1096,135766,4
1097,135779,0
1098,135873,4
1099,135901,1
1100,135902,4
1101,135924,1
1102,136005,1
1103,136022,1
1104,136072,4
1105,136109,3
1106,136211,4
1107,136247,1
1108,136255,1
1109,136289,4
1110,136370,1
1111,136385,1
1112,136387,0
1113,136414,1
1114,136418,0
1115,136420,4
1116,136439,0
1117,136454,1
1118,136539,0
1119,136565,0
1120,136569,4
1121,136581,0
1122,136592,1
1123,136667,3
1124,136729,1
1125,136756,4
1126,136821,1
1127,136823,4
1128,136827,0
1129,136929,0
1130,136937,3
1131,137052,1
1132,137134,0
1133,137135,1
1134,137150,0
1135,137172,4
1136,137197,0
1137,137212,1
1138,137237,0
1139,137253,1
1140,137349,0
1141,137350,4
1142,137352,0
1143,137376,4
1144,137390,1
1145,137405,1
1146,137412,3
1147,137578,4
1148,137585,0
1149,137587,1
1150,137644,0
1151,137653,1
1152,137709,1
1153,137712,0
1154,137783,4
1155,137827,3
1156,137862,3
1157,137887,3
1158,137969,0
1159,138027,3
1160,138137,4
1161,138164,0
1162,138204,1
1163,138215,1
1164,138236,4
1165,138238,0
1166,138251,4
1167,138339,0
1168,138351,0
1169,138360,1
1170,138452,4
1171,138490,4
1172,138528,0
1173,138539,3
1174,138551,0
1175,138564,1
1176,138565,0
1177,138725,0
1178,138739,1
1179,138769,0
1180,138772,1
1181,138893,1
1182,138895,0
1183,138899,1
1184,138916,0
1185,138943,1
1186,138962,0
1187,139006,0
1188,139038,1
1189,139040,3
1190,139046,1
1191,139077,1
1192,139099,1
1193,139109,0
1194,139143,1
1195,139153,0
1196,139202,0
1197,139205,1
1198,139220,4
1199,139266,4
1200,139269,0
1201,139275,3
1202,139303,0
1203,139313,4
1204,139315,4
1205,139352,4
1206,139355,1
1207,139391,3
1208,139395,0
1209,139432,4
1210,139444,3
1211,139523,1
1212,139547,1
1213,139554,0
1214,139596,4
1215,139635,4
1216,139650,0
1217,139668,3
1218,139679,4
1219,139712,4
1220,139758,4
1221,139821,2
1222,139823,1
1223,139862,0
1224,139863,1
1225,139900,4
1226,139901,0
1227,139919,4
1228,139932,4
1229,139940,0
1230,139955,0
1231,140000,0
1232,140023,4
1233,140054,1
1234,140070,4
1235,140081,0
1236,140084,3
1237,140146,1
1238,140154,4
1239,140163,4
1240,140176,0
1241,140206,0
1242,140211,3
1243,140218,1
1244,140239,4
1245,140246,1
1246,140254,0
1247,140289,1
1248,140329,0
1249,140398,0
1250,140402,0
1251,140453,4
1252,140466,0
1253,140496,3
1254,140529,1
1255,140533,4
1256,140614,0
1257,140618,0
1258,140631,1
1259,140661,0
1260,140673,4
1261,140695,0
1262,140829,4
1263,140849,0
1264,141084,4
1265,141148,1
1266,141162,2
1267,141171,1
1268,141226,0
1269,141268,3
1270,141282,1
1271,141319,4
1272,141331,0
1273,141332,4
1274,141333,1
1275,141511,0
1276,141567,4
1277,141593,0
1278,141604,1
1279,141605,4
1280,141651,4
1281,141714,1
1282,141722,0
1283,141731,2
1284,141746,2
1285,141797,2
1286,141948,1
1287,141966,0
1288,141973,0
1289,142039,0
1290,142172,1
1291,142202,0
1292,142257,1
1293,142267,0
1294,142281,0
1295,142367,0
1296,142370,1
1297,142375,0
1298,142394,1
1299,142404,2
1300,142508,4
1301,142523,3
1302,142664,0
1303,142694,4
1304,142719,0
1305,142724,1
1306,142745,0
1307,142773,0
1308,142803,3
1309,142863,3
1310,142872,0
1311,142905,0
1312,142918,1
1313,142992,3
1314,142993,4
1315,143103,0
1316,143120,3
1317,143148,4
1318,143160,0
1319,143163,2
1320,143187,0
1321,143193,0
1322,143205,1
1323,143271,1
1324,143272,1
1325,143307,0
1326,143333,4
1327,143350,4
1328,143377,0
1329,143414,3
1330,143425,3
1331,143438,1
1332,143447,0
1333,143531,4
1334,143541,0
1335,143546,0
1336,143636,0
1337,143730,0
1338,143762,1
1339,143776,1
1340,143798,4
1341,143817,0
1342,143863,4
1343,143868,1
1344,143884,3
1345,143898,1
1346,143962,2
1347,143996,1
1348,144007,0
1349,144010,3
1350,144058,1
1351,144088,0
1352,144141,3
1353,144146,3
1354,144158,3
1355,144173,3
1356,144225,1
1357,144237,0
1358,144301,3
1359,144307,3
1360,144324,4
1361,144433,0
1362,144449,1
1363,144475,1
1364,144558,1
1365,144560,1
1366,144603,4
1367,144707,3
1368,144740,1
1369,144797,4
1370,144866,4
1371,144881,0
1372,144927,0
1373,144958,4
1374,144961,3
1375,145016,4
1376,145030,1
1377,145035,4
1378,145154,1
1379,145215,0
1380,145248,4
1381,145342,4
1382,145375,4
1383,145393,1
1384,145452,3
1385,145453,3
1386,145586,4
1387,145679,0
1388,145741,4
1389,145776,0
1390,145781,0
1391,145793,0
1392,145813,1
1393,145831,4
1394,145835,3
1395,145868,3
1396,145875,4
1397,145922,2
1398,145935,0
1399,145973,3
1400,145975,1
1401,145976,1
1402,146029,1
1403,146033,3
1404,146074,1
1405,146133,1
1406,146135,4
1407,146148,4
1408,146201,4
1409,146233,3
1410,146256,0
1411,146334,0
1412,146376,4
1413,146425,1
1414,146437,3
1415,146513,4
1416,146554,0
1417,146584,1
1418,146601,4
1419,146645,4
1420,146650,0
1421,146741,0
1422,146808,1
1423,146818,0
1424,146907,1
1425,146929,3
1426,146968,1
1427,147019,0
1428,147040,1
1429,147063,0
1430,147081,0
1431,147111,1
1432,147133,4
1433,147152,1
1434,147159,1
1435,147204,0
1436,147211,4
1437,147230,3
1438,147232,1
1439,147244,3
1440,147261,0
1441,147273,1
1442,147303,1
1443,147305,2
1444,147319,0
1445,147362,3
1446,147384,1
1447,147441,0
1448,147459,0
1449,147525,4
1450,147539,0
1451,147546,4
1452,147627,1
1453,147631,4
1454,147673,0
1455,147718,3
1456,147766,3
1457,147800,0
1458,147826,0
1459,147844,4
1460,147864,0
1461,147930,3
1462,147951,0
1463,147972,4
1464,148072,0
1465,148122,0
1466,148178,1
1467,148223,0
1468,148257,4
1469,148274,3
1470,148280,1
1471,148325,3
1472,148329,4
1473,148381,2
1474,148461,1
1475,148529,0
1476,148570,3
1477,148575,0
1478,148620,1
1479,148702,0
1480,148729,0
1481,148734,1
1482,148776,1
1483,148814,1
1484,148859,0
1485,148862,4
1486,148864,1
1487,148911,1
1488,148926,0
1489,148937,0
1490,149081,0
1491,149112,4
1492,149119,3
1493,149151,0
1494,149213,3
1495,149224,1
1496,149254,4
1497,149271,0
1498,149280,4
1499,149281,1
1500,149294,3
1501,149323,1
1502,149326,1
1503,149330,1
1504,149364,1
1505,149382,0
1506,149390,1
1507,149483,0
1508,149497,1
1509,149514,0
1510,149516,1
1511,149536,1
1512,149603,0
1513,149658,3
1514,149659,0
1515,149785,3
1516,149797,3
1517,149800,3
1518,149922,4
1519,149936,0
1520,149967,0
1521,149983,2
1522,149992,1
1523,150004,4
1524,150021,1
1525,150022,3
1526,150124,1
1527,150162,2
1528,150182,0
1529,150190,1
1530,150195,0
1531,150343,1
1532,150353,4
1533,150374,1
1534,150402,4
1535,150472,1
1536,150491,3
1537,150493,4
1538,150529,4
1539,150545,1
1540,150582,2
1541,150590,0
1542,150604,1
1543,150618,1
1544,150623,4
1545,150681,1
1546,150749,1
1547,150764,1
1548,150798,4
1549,150803,3
1550,150841,2
1551,150911,1
1552,150981,1
1553,151039,0
1554,151079,3
1555,151109,0
1556,151118,2
1557,151122,3
1558,151180,4
1559,151220,2
1560,151221,1
1561,151224,4
1562,151323,0
1563,151332,1
1564,151345,4
1565,151361,1
1566,151417,3
1567,151438,0
1568,151465,3
1569,151531,1
1570,151545,1
1571,151561,0
1572,151564,4
1573,151588,0
1574,151672,0
1575,151678,1
1576,151686,3
1577,151687,4
1578,151688,1
1579,151742,0
1580,151748,1
1581,151776,0
1582,151787,1
1583,151808,3
1584,151845,4
1585,151851,1
1586,151943,1
1587,151955,0
1588,151965,4
1589,151996,1
1590,152041,4
1591,152058,0
1592,152112,3
1593,152141,4
1594,152177,1
1595,152209,0
1596,152282,0
1597,152297,3
1598,152313,0
1599,152439,3
1600,152463,3
1601,152494,4
1602,152500,1
1603,152535,4
1604,152539,1
1605,152567,4
1606,152575,3
1607,152597,4
1608,152647,1
1609,152706,3
1610,152733,4
1611,152814,4
1612,152844,1
1613,152955,1
1614,153016,1
1615,153037,4
1616,153089,0
1617,153102,0
1618,153113,1
1619,153117,0
1620,153194,0
1621,153197,4
1622,153247,0
1623,153258,4
1624,153378,0
1625,153381,1
1626,153427,1
1627,153436,3
1628,153463,1
1629,153482,3
1630,153492,3
1631,153582,1
1632,153593,1
1633,153603,4
1634,153647,4
1635,153709,0
1636,153751,3
1637,153831,1
1638,153842,0
1639,153858,0
1640,153888,0
1641,153933,4
1642,153963,0
1643,154009,1
1644,154015,1
1645,154067,4
1646,154073,0
1647,154138,1
1648,154238,1
1649,154268,0
1650,154309,4
1651,154319,1
1652,154352,4
1653,154396,1
1654,154406,0
1655,154409,4
1656,154505,4
1657,154549,4
1658,154604,3
1659,154618,1
1660,154619,4
1661,154669,1
1662,154801,0
1663,154813,0
1664,154816,4
1665,154824,0
1666,154854,3
1667,154875,4
1668,154900,1
1669,154923,1
1670,154956,1
1671,154967,4
1672,154986,0
1673,154994,0
1674,155000,3
1675,155036,4
1676,155077,1
1677,155158,0
1678,155169,3
1679,155197,4
1680,155242,3
1681,155251,4
1682,155346,3
1683,155350,1
1684,155374,1
1685,155393,4
1686,155446,4
1687,155527,0
1688,155564,4
1689,155582,1
1690,155631,1
1691,155649,1
1692,155650,0
1693,155662,3
1694,155746,1
1695,155816,1
1696,155865,1
1697,155973,4
1698,155991,0
1699,155994,0
1700,156023,1
1701,156038,4
1702,156044,1
1703,156053,1
1704,156109,0
1705,156116,1
1706,156196,4
1707,156200,4
1708,156209,0
1709,156218,1
1710,156227,1
1711,156250,1
1712,156281,3
1713,156283,0
1714,156291,4
1715,156321,4
1716,156339,4
1717,156341,4
1718,156360,0
1719,156396,4
1720,156478,3
1721,156585,0
1722,156650,0
1723,156674,1
1724,156698,3
1725,156701,3
1726,156748,4
1727,156756,1
1728,156788,3
1729,156791,0
1730,156798,0
1731,156813,1
1732,156819,0
1733,156825,0
1734,156879,3
1735,156944,0
1736,156968,0
1737,156979,0
1738,156995,1
1739,157023,1
1740,157038,0
1741,157048,0
1742,157106,0
1743,157161,4
1744,157222,3
1745,157224,1
1746,157234,0
1747,157247,4
1748,157278,0
1749,157280,1
1750,157311,2
1751,157375,2
1752,157382,0
1753,157414,1
1754,157416,1
1755,157420,3
1756,157443,4
1757,157484,0
1758,157498,1
1759,157525,1
1760,157596,3
1761,157621,0
1762,157660,4
1763,157717,1
1764,157726,4
1765,157734,1
1766,157736,1
1767,157738,1
1768,157779,0
1769,157794,3
1770,157835,4
1771,157852,0
1772,157861,0
1773,157899,1
1774,157919,4
1775,157926,1
1776,157950,0
1777,157953,1
1778,157974,1
1779,157982,0
1780,158085,4
1781,158138,4
1782,158193,4
1783,158199,1
1784,158360,1
1785,158369,1
1786,158375,1
1787,158414,0
1788,158450,0
1789,158457,0
1790,158481,0
1791,158490,0
1792,158497,0
1793,158512,0
1794,158520,1
1795,158538,1
1796,158575,4
1797,158626,4
1798,158637,4
1799,158650,1
1800,158651,1
1801,158678,0
1802,158707,1
1803,158767,4
1804,158787,1
1805,158885,1
1806,158888,1
1807,158900,0
1808,158972,4
1809,159015,4
1810,159017,1
1811,159053,0
1812,159058,1
1813,159066,3
1814,159070,0
1815,159080,1
1816,159094,4
1817,159111,0
1818,159144,0
1819,159169,0
1820,159174,1
1821,159263,0
1822,159327,0
1823,159369,1
1824,159372,1
1825,159446,1
1826,159468,1
1827,159483,0
1828,159521,1
1829,159556,1
1830,159563,1
1831,159575,4
1832,159599,4
1833,159610,0
1834,159633,3
1835,159683,1
1836,159698,4
1837,159759,0
1838,159809,1
1839,159810,0
1840,159820,1
1841,159832,3
1842,159846,0
1843,159847,3
1844,159862,3
1845,159880,1
1846,159896,1
1847,159900,1
1848,159949,0
1849,160058,1
1850,160115,4
1851,160152,3
1852,160161,3
1853,160162,0
1854,160285,0
1855,160290,1
1856,160302,1
1857,160385,4
1858,160395,0
1859,160411,3
1860,160430,0
1861,160489,0
1862,160578,4
1863,160623,0
1864,160693,4
1865,160701,1
1866,160722,0
1867,160764,4
1868,160773,4
1869,160807,0
1870,160809,3
1871,160815,1
